path	shape	zooms	orientation	qform_code	sform_code	matches_modal	xform_metadata_matches_modal
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10402/ses-01/func/sub-10402_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10402/ses-01/func/sub-10402_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10418/ses-01/func/sub-10418_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10418/ses-01/func/sub-10418_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10462/ses-01/func/sub-10462_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10478/ses-01/func/sub-10478_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10478/ses-01/func/sub-10478_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10486/ses-01/func/sub-10486_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10486/ses-01/func/sub-10486_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10529/ses-01/func/sub-10529_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10529/ses-01/func/sub-10529_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10541/ses-01/func/sub-10541_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10541/ses-01/func/sub-10541_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10559/ses-01/func/sub-10559_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	57x70x54	2.700000047683716x2.700000047683716x2.9700000286102295	RAS	4	4	true	true
